Author,Location,Date,Kind,Quote,Description,Event,Source,Resources,Notable People Involved,lat,lon
Allen Ginsberg,"Rome, Italy","August 1, 1957",Event,"When Allen and Peter arrived in Rome on August 1, they walked all over the huge city from the Coliseum to the Pantheon. The first day they visited St. Peter’s Basilica in the morning and walked down the Tiber River in the afternoon to the Protestant cemetery where Shelley and Keats were buried. Allen wept over Keats’s grave and then kissed Shelley’s grave as he knelt to take a clover as a souvenir remembrance. Each day, like the indefatigable tourist that he was, Allen would get up and traipse all over the city taking pictures of Peter and himself in various ruins. On their fourth day in Rome, Allen went to the Vatican museums and became enraged when he discovered the fig leaves that had been added to cover the crotches of the nude Greek and Roman sculptures. It was maddening, especially after seeing the beautiful nakedness of Michelangelo’s statue of David in Florence. On his final day in Rome, Allen visited Keats’s house beside the Spanish Steps but didn’t have the few pennies needed for admission to the room in which Keats had died of tuberculosis.",Ginsberg mourns over John Keats and the loss of the original beauty of various sculptures that had been censored in the Vatican during the 1500s.,First trip to Rome,"Bill Morgan, I Celebrate Myself: The Somewhat Private Life of Allen Ginsberg. Penguin, 2007: 251-254.",,Peter Orlowsky,41.8933203,12.4829321
Allen Ginsberg,"Assisi, Italy","August 3, 1957",Event,"That afternoon they took the train as far as Assisi and hiked up the steep hill from the station to the basilica, where they wanted to see the impressive Giotto fresco cycles. With no money left for even the cheapest hotel, they slept on the grass in front of the great Basilica di San Francesco, the burial “place of one of Allen’s visionary heroes, St. Francis. During a sleepless night Allen was frightened by what he imagined were death clouds moving in front of the full moon. Trembling, he and Peter clung to each other in an ancient dark doorway as the nightmare subsided with the dawn. They arose to the bells ringing back and forth between the churches of St. Francis and St. Clare on opposite sides of the small town. While talking to one of the local priests Allen got into an argument with him about the fig leaves that he saw as desecrating the Vatican statues. He was still furious and held all priests accountable for what had been done generations earlier by a prudish pope. In Assisi he and a red-bearded Peter begged for food and queried priests about faith, in some ways acting more like St. Francis than the Franciscans did. Then they hiked a few miles out of town into the hills to the hermitage to which St. Francis had retreated for meditation. After walking back down the mountainside to the basilica they had enough energy left to argue once more with the priests, this time about using their lawn as a camping site, a violation of the rules. The next day, before they left Assisi, a kindly American priest took them around the Porziuncola, the first tiny chapel in which St. Francis had preached. Now the modest chapel was enclosed within the walls of the grandiose Santa Maria degli Angeli Church. They found it ironic that St. Francis, who had given up all his earthly wealth to preach the word of God, had been co-opted and enshrined in such an extravagant way. From Assisi they hitchhiked to Perugia, where they visited the Galleria Nazionale. They saw some good Perugino paintings before sneaking onto a train at dusk as stowaways all the way back to Venice.",,Visit to Assisi,"Bill Morgan, I Celebrate Myself: The Somewhat Private Life of Allen Ginsberg. Penguin, 2007: 251-254.",,Peter Orlowsky,43.0711952,12.6146669
Allen Ginsberg,"Villadeati, Italy",Mid-1960s,Event,"«Indubbiamente la sua performance di mostrarsi tutto nudo ottenne l'effetto
voluto. E poi avevano ragione i bambini: sembrava veramente un mostro,
con la barba e i capelli lunghi e la faccia di uno nato vecchio,
mentre il corpo era bellissimo, muscoloso e asciutto come quello di un
adolescente». [...] 
Si era bevuto fino a tardi e Celli - che era autore di poesie e fondatore
della rivista surreal-sperimentale Malebolge -, in preda ai fumi dell'alcol,
sfidò Ginsberg, che fumava marijuana, ad una gara per vedere chi
perdeva prima la ragione. «Ma Ginsberg mi disse che si trattava di una
competizione impossibile - racconta Celli - perché la ragione non è
facilmente definibile».","Ginsberg is
found naked in
Villa Feltrinelli
after a night of
partying by
Sanguineti's
children.","Party at Villa 
Feltrinelli","""Allen nudo e fumato nel prato di Inge"" in La Stampa, May 11, 1994. ","http://www.archiviolastampa.it/component/option,com_lastampa/task,search/mod,libera/action,viewer/Itemid,3/page,21/articleid,0738_01_1994_0127_0021_10087076/","Gruppo 63,
Edoardo
Sanguinetti
Inge Feltrinelli,
Giangiacomo 
Feltrinelli,
Giorgio Celli
Nanni Balestrini
Adriano Spatola
Giorgio Celli",45.072252,8.167932
Allen Ginsberg,"Milan, Italy",September 1967,Event,,,"Location where ""Pentagon Exorcism"" was written","Bill Morgan, I Celebrate Myself: The Somewhat Private Life of Allen Ginsberg. Penguin, 2007: 442.","""Pentagon Exorcism"" in Allen Ginsberg, The Fall of America: Poems of these States, 1965-1971. City Lights, 1972.",,45.4641943,9.1896346
Allen Ginsberg,"Milan, Italy","September 29, 1967",Event,"After he had seen his parents off, Allen went to stay with Nanda Pivano
and her husband, Ettore Sottsass. He continued sightseeing in Milan and 
visited the Brera Palace, whose galleries were filled with paintings by
Caravaggio and Raphael, and followed that with a walk around Milan's 
magnificent marble Duomo. Compared to Allen's normal Spartan 
accommodations while on the road, Nanda's giant apartment was quite 
luxurious. He was given his own key to a two-room guest suite and was 
free to come and go as he pleased.",,Visit to Milan,"Bill Morgan, I Celebrate Myself: The Somewhat Private Life of Allen Ginsberg. Penguin, 2007: 442.",,"Ettore Sottsass,
Nanda Pivano",45.4641943,9.1896346
Allen Ginsberg,"Venice, Italy",November 1967,Event,,,"Location where ""Elegy Che Guevara"" was written","Bill Morgan, I Celebrate Myself: The Somewhat Private Life of Allen Ginsberg. Penguin, 2007: 251-254.","""Elegy Che Guevara"" in Allen Ginsberg, Collected Poems, 1947-1997. Penguin, 2001.",,45.4371908,12.3345898
 ,"Venice, Italy",November 1967,Event,"Allen went alone to Venice and found a quiet room with a little balcony
in a pension around the corner from Pound's house on the Calle Querini. 
He arrived punctually for lunch as invited and brought along some 
records as a gift. He had the Beatles' Sgt. Pepper's Lonely Hearts Club 
Band, Dylan's Blonde on Blonde, and Donovan's Sunshine Superman 
that he wanted to share with Pound. They enjoyed some wine and then
Allen smoked a joint at the table with his coffee, ""without calling attention""
he wrote. What Olga thought is not recorded. Pound said nothing 
throughout the luncheon and Allen looked him straight in the eye and 
asked directly, ""Well, old man, how old are you?"" Finally Pound spoke, 
""82 in several days."" Allen played the records he had brought and then
chanted for another hour before leaving without Ezra's uttering another 
word. Pound was going to be a tough nut to crack, but Allen was 
determined to get some words of wisdom from him, no matter how long it
took. For the next few weeks, Allen hung around Venice, trying to see as
much of Pound as he could. One day they attended a concert of Vivaldi
in a nearby church and a few times they ate lunch out when Olga didn't 
want to cook, Allen discovered that if he asked specific questions about 
references in the Cantos, Pound would offer brief answers. So Allen 
asked about the holy water font Pound mentioned that was supposed to
be to the right of the entrance of St. Mark's, and Pound said that the 
location of the font had been changed since he wrote the poem. Olga told
Allen that no one had invited Pound to read in the United States in years,
and Allen said that he might be preoccupation with stupid and irrelevant 
matters."" The weeks spent with him were boiled down to a few pithy 
phrases. On Pound's eighty-second birthday, October 30, Olga invited 
Allen to come over and he sang the Prajnaparamita Sutra to him by the 
fireplace. Pound sat quietly. He appeared to be sad and ate some birthday
cake and sipped his champagne. The high point of these visits came when,
near the end of Allen's stay, Pound said to him, ""But my worst mistake was
the stupid suburban antisemitic prejudice, all along that spoiled everything""
That was the one sentence that stuck with Allen, for he felt that Pound was
apologizing and by doing so had redeemed himself for all the evil things he
had said about the Jews during his years of Fascist support. Except for the
period in 1954 when he first met Peter in San Francisco, there was no
other time that Allen documented so extensively in his journals than these
few weeks with Pound.",,Ginsberg's meeting with Erza Pound,"Bill Morgan, I Celebrate Myself: The Somewhat Private Life of Allen Ginsberg. Penguin, 2007: 251-254.",Google Books,"Erza Pound,
Olga Rudge",45.4371908,12.3345898
Allen Ginsberg,"Venice, Italy",August 1957,Event,"Shortly after Allen and Peter arrived, Ansen threw a small party and invited his friend, the wealthy art collector Peggy Guggenheim […] Allen and Peter were a little too rough around the edges for her […] they wiped their perspiration away with a big sweaty towel that they continually tossed back and forth to each other across the table […] Peggy was hit in the head by the sweaty towel, but Ansen testified she was never physically struck, only aghast at their rude behaviour. ","During an event, Allen and Peter meet Peggy Guggenheim, who feels uncomfortable with their behavior",Allen and Peter meet Peggy Guggenheim ,"Bill Morgan, I Celebrate Myself: The Somewhat Private Life of Allen Ginsberg. Penguin, 2007: 251-254.",,"Peter Orlovsky, Peggy Guggenheim, Alan Ansen",45.4371908,12.3345898
Allen Ginsberg,"Venice, Italy",June 1995,Event,"With a full schedule, Allen flew off to exhibit of his 108 photographs during the Biennale […] A beautiful book of photographs of Yamagata’s and Ginsberg’s work was published for the occasion.",The Biennale hosts an exhibition of Ginsberg's photographs,Exhibition of Ginsberg's photographs at the Venice Biennale,"Bill Morgan, I Celebrate Myself: The Somewhat Private Life of Allen Ginsberg. Penguin, 2007: 251-254.",,Hiro Yamagata,45.4371908,12.3345898
Allen Ginsberg,"Milan, Italy","October 18, 
1967",Event,"Dear angelic Ginsberg. Last night I heard you say everything that came 
into your mind about New York and San Francisco, with their flowers. I 
have told you something about Italy (flowers only to be found in flower 
shops) [...]
Your bourgeoisie is a bourgeoise of insane people, mine of idiots [...] You rebel against insanity with insanity (giving flowers 
even to  policemen), but how can one revolt against idiocy?",A note Pasolini left Ginsberg the day after their first encounter,Encounter with Pier Paolo Pasolini,"Pier Paolo Pasolini, ""Lettera ad Allen Ginsberg,"" accessed online at The Allen Ginsberg Project.",https://allenginsberg.org/2016/11/remembering-pasolini/,Nanda Pivano,45.4641943,9.1896346
Bob Dylan,"Colosseum, Rome, Italy",1965,Event,"BD: “Well, the kicks, you know. . . Like the first time, you say, I was in Rome, I saw. . . I was standing there and digging that, you know, whaddya call it? Big Stadium . . .” Nat Hentoff: “Coliseum.”  BD: “Coliseum. Yeah, you know, it was a kick, you know. Just being . . . Just the whole thing, you know. The whole feeling of being around there and whatever happened, whatever else happened. The second time I was there, you know, it just distracted me, you know. Like this Coliseum and how beautiful it was—it was distracting, man, you know.",,Dylan's Second Visit to Italy,"Alessandro Carrera, “Oh, the Streets of Rome: Dylan in Italy,” in Highway 61 Revisited. University of Minnesota Press, 2009: 86.",,,41.8902614,12.4930871
