Author,Location,Date,Kind,Quote,Description,Event,Source,Resources,Notable People Involved,lat,lon
Philip Lamantia,"1715 Sanchez Street, San Francisco, CA, USA",,Italian America,"“Philip Nunzio Lamantia was born at home, at 1715 Sanchez Street, in San Francisco, on October 23, 1927, the only child of Sicilian immigrants Nunzio and Mary Lamantia [...] Nunzio had immigrated from Palermo to the United States in his late teens and had served in the American army in World War I. Mary (née Tarantino) came from a large, impoverished family from the tiny Sicilian island of Ustica.” ",,Philip Lamantia's Birthplace,"""High Poet: The Life and Work of Philip Lamantia,"" in The Collected Poems of Philip Lamantia edited by Garrett Caples, Nancy Joyce Peters and Andrew Joron. University of California Press, 2013: xxiii-lxiv.",,,37.7415896,-122.4288055
Philip Lamantia,"Ustica, Italy",,Italian America,"“Philip Nunzio Lamantia was born at home, at 1715 Sanchez Street, in San Francisco, on October 23, 1927, the only child of Sicilian immigrants Nunzio and Mary Lamantia [...] Nunzio had immigrated from Palermo to the United States in his late teens and had served in the American army in World War I. Mary (née Tarantino) came from a large, impoverished family from the tiny Sicilian island of Ustica.” ",,Mary Tarantino Lamantia's Birthplace,"""High Poet: The Life and Work of Philip Lamantia,"" in The Collected Poems of Philip Lamantia edited by Garrett Caples, Nancy Joyce Peters and Andrew Joron. University of California Press, 2013: xxiii-lxiv.",,,38.7104559,13.1912999
Philip Lamantia,"Miami Beach, FL, USA",1955-1962,Italian America,"Al Capone you were a tower in the midst of/
Al Capone you were a strike breaker! a blight on the radical movement
The Italian anarchists hated you, Al Capone!
However some remember with glee the good old days
of the Capone era, bootleggers, jazz buffs, boxers and junkies/
Al Capone——yr foot, yr stinking black foot! it’s a black lyre
out of the pythagorean scale!
Al Capone—it’s cool, ok, it’s the end!
Al Capone you have no singer
You were not Giuliano, hero of the people!
I refuse to sing you, Al Capone
I go on, we all go on
Giuliano’s a myth and your felt grey hat floats flat lands usa to spume ridge of Trinacria where the Door to Hades is
—racetrack around the pool of Persephone—
Sicily, yr dark mother, Al Capone!      requiescat in pace/",,Poem about Al Capone's Passing,"Philip Lamantia, ""Rest in Peace,"" in The Collected Poems of Philip Lamantia. University of California Press, 2013: 117-118.",https://open.spotify.com/track/4DDrzf9EAFIrT0CcJz9oTy,,25.7929198,-80.1353006
Jack Kerouac,"Riviera di Chiaia, 200, Napoli, Italy","October 3, 1969",Event,,"Jack Kerouac is invited by Alberto Mondadori to launch the Italian translation of Big Sur at Villa Pignatelli. During his stay, Kerouac lodges at the Hotel Royal Continental in Via Partenope 38, conducts interviews at Libreria Guida in Via Port'Alba 20, and eats at Le Arcate, in Via Aniello Falcone 249. He also climbs on stage at Otto Jazz Club in Salita Cariati 23, where he sings some old Sinatra tunes.",Launch of the Italian translation of Big Sur at Villa Pignatelli,"Elio Chinol, ""QUELLA SERA GLI GRIDARONO: FASCISTA!""in La Repubblica, October 21, 1989; ""Anche a Napoli Keoruac ubriaco,"" in La Stampa, October 4, 1966.",https://ricerca.repubblica.it/repubblica/archivio/repubblica/1989/10/21/quella-sera-gli-gridarono-fascista.html ,"Fernanda Pivano, Domenico Rea, Elio Chinol",40.8358846,14.2487679
Jack Kerouac,"Via Fatebenefratelli 21, Milan, Italy","September 29, 1966",Event,,Kerouac's attitude towards the press during the book launch at the Mondadori headquarter is highly criticized by the media. Gian Pieretti opens the event by singing songs by Bob Dylan. Kerouac spends the majority of his tumoltuous stay in Milan at the Hotel Cavour. ,Launch the Italian translation of Big Sur in Milan,"""Lo scrittore <<Beat>> Kerouac a Milano si presenta ubriaco ai giornalisti,"" in La Stampa, September 29, 1966. See also Alessandro Manca, Kerouac, Viaggio in Italia - Un giorno a Milano. Le Stade Bianche di Stampa Alternativa, 2019. ","http://www.archiviolastampa.it/component/option,com_lastampa/task,search/mod,libera/action,viewer/Itemid,3/page,3/articleid,0111_01_1966_0221_0003_5450216","Nanda Pivano, Marisa Bulgheroni, Ferruccio Parazzoli, Luciano Bianciardi, Mario Spinella, Alberto Mondadori, Gian Pieretti",45.4726261,9.1943597
Jack Kerouac,"Brescia, Italy",1966,Projected,"I’d-a done better staying home and painting the “Mystical Marriage of St. Catherine” after Girolamo Romanino but I’m so enslaved to yak and
tongue, paint bores me, and it takes a lifetime to learn how to paint.",Kerouac writes abouta painting by Gerolamo Romanino from Brescia. ,Reference to a painting by Girolamo Romanino in Satori in Paris,"Kerouac, Jack, Satori in Paris. Grove Press, 1966: 48.",,,45.5398022,10.2200214
Jack Kerouac,"Via Sicilia 136, Roma, Italy","September 29,  1966",Event,,Introduced by Antonio Barolini and Enzo Golino. Gian Pieretti opened the event by singing songs by Bob Dylan.,Launch of the Italian translation of Big Sur at Mondadori's Roman headquarter.,"Alessandro Manca, Kerouac, Viaggio in Italia - Due giorni a Roma. Le Stade Bianche di Stampa, 2021: 9-10.",https://www.lastampa.it/cultura/2013/08/20/news/roma-l-ubriaco-pestato-a-sangue-1.36064682/,"Gian Pieretti, Nanda Pivano, Antonio Barolini, Enzo Golino, Giovanni Russo, Alberto Arbasino, Domenico Porzio",41.908956,12.492509
Jack Kerouac,"Via del Babuino 196, Rome, Italy","September 30, 1966",Event,,"Kerouac tours art galleries and churches with Franco Angeli. Kerouac and Angeli also work together on a painting, ""La deposizione di Cristo."" ",Visit to Galleria La Tartaruga,"Alessandro Manca, Kerouac, Viaggio in Italia - Due giorni a Roma. Le Stade Bianche di Stampa, 2021: 17. ",https://www.artribune.com/arti-visive/2018/03/attualita-critica-societa/attachment/franco-angeli-e-jack-kerouac-deposizione-di-cristo-1966-_2/,Franco Angeli,41.909729,12.477468
Jack Kerouac,"Piazza del Popolo 12, Rome, Italy","September 30, 1966",Event,,Kerouac tours art galleries and churches with Franco Angeli. ,Visit to Cappella Cerasi (Chiesa Santa Maria del Popolo),"Osvaldo Guerrieri ""Roma, l’ubriaco pestato a sangue"" in La Stampa, August 20, 2013.",https://www.lastampa.it/cultura/2013/08/20/news/roma-l-ubriaco-pestato-a-sangue-1.36064682/,Franco Angeli,41.91147275,12.47654627
Jack Kerouac,"Via Rasella 3, Rome, Italy","September 30, 1969",Setting,"Adesso gli frughiamo nel taccuino, e troviamo scritto: «Se
l’Italia deve diventare la custode della chiesa, secondo la pro-
fezia, che cominci subito». «Garibaldi ha freddo, il cavallo è
scoperto». «Raffaello, così languido». «Te la ricorderai, una
ragazzina un po’ maschile di Roma?» E a Milano, dopo un
incontro di traduttori: «Dolci donne milanesi con amanti cru-
deli»","Alberto Arbasino peeks into Kerouac's notepad, during an interview in Rome's Albergo Barberini.",Notes Taken During Italian Trip,"Alberto Arbasino, ""Beatnik in pensione,"" in L'Espresso, October 9, 1966.
",http://temi.repubblica.it/espresso-il68/1966/10/09/beatnik-in-pensione/,,41.902744,12.489207
Jack Kerouac,"Dubrovnik, Croatia",1958,Projected,"I'm going to write a book myself, it'll be about Ragusa, a late medieval maritime city state
republic which solved the class problem, offered the secretaryship to Machiavelli and for a generation had its lan-guage used as the
diplomatic one for the Levant.",,Reference to the Republic of Ragusa and Machiavelli in Dharma Bums,"Jack Kerouac, The Dharma Bums. The Viking Press, 1958: 43.",,,42.64873625,18.09468015
Jack Kerouac,"Pavia, Italy","September 30, 1966",Projected,"Ieri sera aveva detto a Porzio: in Italia vorrei visitare soprattutto Pavia, Padova, Bologna. E anche: il miglior poeta italiano è Gregory Corso.","During a conversation with Domenico Porzio (head of PR for Mondadori), Kerouac expresses his desire to visit Pavia, Padova, and Bologna. He also suggests that Gregory Corso is the best poet Italy's ever had.",Conversation with Domenico Porzio,"Alberto Arbasino, ""Beatnik in pensione,"" in L'Espresso, October 9, 1966.
",http://temi.repubblica.it/espresso-il68/1966/10/09/beatnik-in-pensione/,,45.1860043,9.1546375
Jack Kerouac,"Padova, Italy","September 30, 1966",Projected,"Ieri sera aveva detto a Porzio: in Italia vorrei visitare soprattutto Pavia, Padova, Bologna. E anche: il miglior poeta italiano è Gregory Corso.","During a conversation with Domenico Porzio (head of PR for Mondadori), Kerouac expresses his desire to visit Pavia, Padova, and Bologna. He also suggests that Gregory Corso is the best poet Italy's ever had.",Conversation with Domenico Porzio,"Alberto Arbasino, ""Beatnik in pensione,"" in L'Espresso, October 9, 1966.
",http://temi.repubblica.it/espresso-il68/1966/10/09/beatnik-in-pensione/,,45.4077172,11.8734455
Jack Kerouac,"Bologna, Italy","September 30, 1966",Projected,"Ieri sera aveva detto a Porzio: in Italia vorrei visitare soprattutto Pavia, Padova, Bologna. E anche: il miglior poeta italiano è Gregory Corso.","During a conversation with Domenico Porzio (head of PR for Mondadori), Kerouac expresses his desire to visit Pavia, Padova, and Bologna. He also suggests that Gregory Corso is the best poet Italy's ever had.",Conversation with Domenico Porzio,"Alberto Arbasino, ""Beatnik in pensione,"" in L'Espresso, October 9, 1966.
",http://temi.repubblica.it/espresso-il68/1966/10/09/beatnik-in-pensione/,,44.4938203,11.3426327
Jack Kerouac,"Via Mecenate 76, Milano, Italy","September 28, 1966",Event,"Ero lì, seduta vicino a Jack Kerouac, narcotizzato dalle esigenze della società; intorno a lui i tenutari della rispettabilità culturale – con ferie pagate e tredici mensilità, ansiosi di tradire la moglie con la segretaria e di ubriacarsi in segreto il sabato sera, ma puntuali in ufficio il lunedì mattina – si divertivano: e guardavano l’antico ribelle imprigionato per settantasei ore nella trappola di un affitto da pagare, dissero che era una vergogna, almeno alla televisione avrebbe dovuto presentarsi non ubriaco, e sorrisero con condiscendenza, accendendo sigarette di contrabbando con accendisigari senza bollo.",,Interview with Fernanda Pivano (RAI),"Fernanda Pivano, Amici scrittori. Mondadori, 1997: 143.",https://www.youtube.com/watch?v=aaMzDl2Mbco ; https://www.teche.rai.it/2022/03/fernanda-pivano-intervista-jack-kerouac/,,45.4520224,9.245785642
Jack Kerouac,"Venice, Italy ",1965,Setting,"Bull gives them money and we get in and Bull rows off vigorously, standing facing forward, like a Venetian oarsman. “When I was in Venice I noticed that this is the only real way to row a boat, standing up, boom and bam, like this,” rowing with forward motion. “Outside of that Venice is the dreariest town this side of Beeville Texas. Dont ever go to Beeville boy, or Venice either.” (Beeville a sheriff’d caught him making love to his wife June in the car, parked on the highway, for which he spent two days in jail with a sinister deputy in steel rimmed spectacles.) “Venice—my God, on a clear night you can hear the shrieks of the fairies on St. Marks Plaza a mile away. You can see successful young novelists being rowed away into the night. In the middle of the Canal they suddenly assault the poor Italian Gondoleer. They have palazzos with people straight out of Princeton amortifyin’ chauffeurs.” The funny thing is that when Bull was in Venice he was invited to an elegant party in a Palace, and when he appeared at the door, with his old Harvard friend Irwin Swenson the hostess held out her hand to be kissed—Irwin Swenson said: “You see in these circles you must kiss the hand of the hostess, customarily”—But as everybody stared at the pause in the door Bull yelled out “Aw gee, I’d rather kiss her cont!” And that was the end of that.",The character of Bull Hubbard references in this passage is based on William S. Burroughs.,Reference to Venice in Desolation Angels,,,,45.4371908,12.3345898
Jack Kerouac,"Genoa, Italy",1959,Setting,"Emilia St. Claire was a woman of whimsy; in this
she was a tyrant, indeed a lovable tyrant. She could
afford to be a tyrant for she was rich. Her family had
left her millions. She had a chateau in France (at
most, she had a dozen chateaux in Europe); she had a
mansion in New York City on Riverside Drive; a
villa in Italy overlooking Genoa; it was rumored she
had a marble retreat on an isle near Crete. (But this is
not certain.)
Her whimsy demanded the baroque, the unusual,
often the weird, sometimes even the perverted; she
had seen too much to be satisfied with the ordinary.
Like Isadora Duncan, she wept for the Russian
peasant and conducted Oriental salons in her
parlours.",,Depiction of a Decadent Milionairesse with a Villa in Italy in a a mock story published “on yellowed blotchy papers” in Dr. Sax,"Jack Kerouac, Doctor Sax. Grove Press, 1959: 135-136.",,,44.40726,8.9338624
Jack Kerouac,New York City,1968,Projected,"I'll get out of here, we'll get married, right now, we'll go to Detroit and I'll get a job in a war plant and pay her off her hundred dollars (or your father might lend
it) but in any case let's get married""—my father having abandoned me the first thing I thought of was getting married—""and then I'll get a ship and ship out to Italy or France or someplace and send you my allowance.""",,Dreams of Sailing to Italy in Vanity of Dulouz,"Jack Kerouac, Vanity of Duluoz. G.P. Putnams's Sons, 1968: 250.",,,40.7127281,-74.0060152
Jack Kerouac,"Sicily, Italy",1968,Projected,"It was October 1944, ships were now headed for other interesting shores like Italy, Sicily, Casablanca, I think even Greece.",,Reference to Sicily in Vanity of Duluoz,"Jack Kerouac, Vanity of Duluoz. G.P. Putnams's Sons, 1968: 257.",,,37.587794,14.155048
Jack Kerouac,Italy,1968,Projected,"But the mysterious beautiful thing of going to sea occurred that night: just a few hours after all that junk of bars, fighting,
streets, subways, boom, there I am standing by whipping shrouds and snapping lines in the Atlantic Ocean in the night
off New Jersey, we're sailing south to Norfolk to load on for Italy, everything is washed away by the clean sea, I can remem-
ber the judge's remark about the sailor in the storm is safer than the sailor on land. The stars are big, they rock side to side
like Galileo drunk and Kepler stoned and Copernicus thinking, like Vasco da Gama in his bunk in thought, the wind, the
cleanness, the dark, the quiet blue light in the bridge where hand holds wheel and course is set.",,Dreams of Sailing to Italy in Vanity of Dulouz,"Jack Kerouac, Vanity of Duluoz. G.P. Putnams's Sons, 1968: 260.",,,42.6384261,12.674297
Jack Kerouac,"Anzio, Italy",1968,Projected,"Anzio: that was, as we say nowadays, Churchill's goof. How
can you have a bunch of men wait ashore under hill-protected
fire? Right down on them. And after that Mark Clark had
the nerve to march on Rome when everybody in his right
mind knew that he should have marched to the Adriatic and cut
off the Germans in half? No, he wanted to be laureled in Rome.","On March 2, 1944, Sammy Sampas, Kerouac's best childhood friend and later brother-in-law, died of the wounds he sustained at Anzio, where he took part in the U.S. Army's liberation of Italy.",Reference to Anzio in Vanity of Dulouz,"Jack Kerouac, Vanity of Duluoz. G.P. Putnams's Sons, 1968: 164.",,,41.4471008,12.6285618
Jack Kerouac,"Salerno, Italy",1968,Projected,"This is my laurel wreath: he may be damned for the dead
of Salerno too. But you cant court-martial",,Reference to Salerno in Vanity of Dulouz,"Jack Kerouac, Vanity of Duluoz. G.P. Putnams's Sons, 1968: 164.",,,40.6803601,14.7594542
Jack Kerouac,"Naples, Italy",1968,Projected,"""You know what, Pretty Boy, Baby Face, you aint no able-
bodied seaman. By the time I'm done with you ..."" I sensed
he wanted a fight. The other guys didnt care. I began to see that
there was something homosexual about his prod and dare. I wasnt about to sail all the way to Naples with a 230-pound
homo bosun.",,Reference to Naples in Vanity of Duluoz,"Jack Kerouac, Vanity of Duluoz. G.P. Putnams's Sons, 1968: 262.",,,40.8358846,14.2487679
Jack Kerouac,New York City,1968,Projected,"[...] the library itself [...] with the names engraved in stone forever: ""Goethe...Voltaire...Shakespeare...Molière...Dante."" ",,Reference to Dante in Vanity of Duluoz,"Jack Kerouac, Vanity of Duluoz. G.P. Putnams's Sons, 1968: 67.",,,40.7127281,-74.0060152
Jack Kerouac,Italy,1972,Projected,"I did that exact thing in 1944 when
getting my Coast Guard pass for the run to Italy on the Holt Johnson and was embedding my
beautiful prick in the beautiful soft, wet between-legs slam of Cecily Wayne and coming with a
bulging head.",,Reference to Italy in Visions of Cody,"Jack Kerouac, Visions of Cody. McGraw-Hill, 1972: 60.",,,42.6384261,12.674297
Jack Kerouac,New York City,1972,Projected,"Cody has a broken nose that gives a ridge to his
bone, Grecian and slight, and a soft nose-end that only slightly Romanizes down but not like a
banana nose, it is exactly the nose of a Roman warrior or prelate and like a nose I once saw in the
sketches of Leonardo da Vinci that he has made in the sunny streets of active day in old medieval
Italy (the Renaissance, like its name, was really French) a curly downward nose-tip like angry old
men...",,References to Italian culture in Visions of Cody,"Jack Kerouac, Visions of Cody. McGraw-Hill, 1972: 177.",,,40.7127281,-74.0060152
Jack Kerouac,New York City,1972,Projected,"Nothing awaited him there, he was on a wildgoose chase, he was being given the runaround by Fate. Stories, promises of Italy—I’d said “We’ll go to Italy with my money,” which was
nonexistent and never showed up—He faced the bleak East and winter—It was a prophetic night when we dug Skid Row in the cold wind, thinking about his father. In New York, upon
our arrival there, he immediately met his third wife to be. [... ]Cody hoped to use New York as a port to Italy and Europe or anything and so’d come crushing in as he did, got married so
fast, exploded so soon again, was now returned blind and blank.",,Cody Dreams of Leaving for Italy in Visions of Cody,"Jack Kerouac, Visions of Cody. McGraw-Hill, 1972: 222-223.",,,40.7127281,-74.0060152
Jack Kerouac,Rome,1972,Projected,"""There, too, I see flickers like the fires of Hannibal’s camp
across the plains of Rome""",,Reference to Ancient Rome in Visions of Cody,"Jack Kerouac, Visions of Cody. McGraw-Hill, 1972: 24.",,,41.8933203,12.4829321
Jack Kerouac,New York City,1951,Italian America,"Cody races with a maniacal Italian gangster hipcat from Chicago
who, with mother, wants to match new Buick to our Cad, for ninety miles he tries to race
Cody, Cody teases his bumper along, terrible, the guy gets a hundred-yard headstart on a
passcurve and Cody eats up deficit with a purse of his lips as his foot descends on limousinic
throttle—The Italian maniac gives up with wild cheer and smile hands up as we roar on by—
his mother gave up. ",,Italian American character from Chicago in Visions of Cody,"Jack Kerouac, Visions of Cody. McGraw-Hill, 1972: 219",,,40.7127281,-74.0060152
Jack Kerouac,"Campanian Arcipelago, Italy",1965,Setting,"The poet Geoffrey Donald is an elegant sad-weary type who’s beenin Europe, to Ischia and Capri and such, known the rich elegant writers and types, and had just spoken for me to a New York publisher so I am surprised (first time I meet him) and we go out on that veranda to look at the scene.",,Ischia and Capri mentioned in Desolation Angels,"Jack Kerouac, Desolation Angels. Coward-McCann, 1960.",,,40.72688165,13.90954743
Jack Kerouac,Italy,1957,Projected,"""I have here,"" I said, ""the sum of eighty-three dollars and change, and if you come with me let's go
to New York-and after that let's go to Italy.""
""Italy?"" he said. His eyes lit up. ""Italy, yass-how shall we get there, dear Sal?""
I pondered this. ""I'll make some money, I'll get a thousand dollars from the publishers. We'll go dig
all the crazy women in Rome, Paris, all those places; we'll sit at sidewalk cafes; we'll live in
whorehouses. Why not go to Italy?""
""Why yass,"" said Dean, and then realized I was serious and looked at me out of the corner of his
eye for the first time, for I'd never committed myself before with regard to his burdensome
existence, and that look was the look of a man weighing his chances at the last moment before the
bet. There were triumph and insolence in his eyes, a devilish look, and he never took his eyes off
mine for a long time. I looked back at him and blushed.
I said, ""What's the matter?"" I felt wretched when I asked it. He made no answer but continued
looking at me with the same wary insolent side-eye. ",,Sal and Dean Dream of Leaving for Italy in On The Road,"Jack Kerouac, On The Road. Viking Press, 1957: 117.",,,42.6384261,12.674297
Lawrence Ferlinghetti,"Washington Square, San Francisco, United States",1976,Italian America,"For years the old Italians have been dying
all over America
For years the old Italians in faded felt hats
have been sunning themselves and dying
You have seen them on the benches
in the park in Washington Square
the old Italians in their black high button shoes
the old men in their old felt fedoras
                        with stained hatbands
have been dying and dying
                       day by day
You have seen them
every day in Washington Square San Francisco
the slow bell
tolls in the morning
in the Church of Peter & Paul
in the marzipan church on the plaza
toward ten in the morning the slow bell tolls
in the towers of Peter & Paul
and the old men who are still alive
sit sunning themselves in a row
on the wood benches in the park
and watch the processions in and out
funerals in the morning
weddings in the afternoon
slow bell in the morning Fast bell at noon
In one door out the other
the old men sit there in their hats
and watch the coming & going
You have seen them
the ones who feed the pigeons
                        cutting the stale bread                       
 with their thumbs & penknives
the ones with old  pocketwatches
the old ones with gnarled hands
                        and wild eyebrows
the ones with the baggy pants       
                       with both belt & suspenders
the grappa drinkers with teeth like corn
the Piemontesi the Genovesi the Siciliani
                        smelling of garlic & pepperoni
the ones who loved Mussolini
the old fascists
the ones who loved Garibaldi
the old anarchists reading L’Umanita Nova
the ones who loved Sacco & Vanzetti
They are almost all gone now
They are sitting and waiting their turn
and sunning themselves in front of the church
over the doors of which is inscribed
a phrase which would seem to be unfinished
from Dante’s Paradiso
about the glory of the One
                        who moves everything…
The old men are waiting
for it to be finished
for their glorious sentence on earth
                        to be finished
the slow bell tolls & tolls
the pigeons strut about
not even thinking of flying
the air too heavy with heavy tolling
The black hired hearses draw up
the black limousines with black windowshades
shielding the widows
the widows with the black long veils
who will outlive them all
You have seen them
madre de terra, madre di mare
The widows climb out of the limousines
The family mourners step out in stiff suits
The widows walk so slowly
up the steps of  the cathedral
fishnet veils drawn down
leaning hard on darkcloth arms
Their faces do not fall apart
They are merely drawn apart
They are still the matriarchs
outliving everyone
in Little Italys all over America
the old dead dagos
hauled out in the morning sun
that does not mourn for anyone
One by one Year by year
they are carried out
The bell
never stops tolling
The old Italians with lapstrake faces
are hauled out of the hearses
by the paid pallbearer
in mafioso mourning coats & dark glasses
The old dead men are hauled out
in their black coffins like small skiffs
They enter the true church
for the first time in many years
in these carved black boats
The priests scurry about
                        as if to cast off the lines
The other old men
                        still alive on the benches
watch it all with their hats on
You have seen them sitting there
waiting for the bocce ball to stop rolling
waiting for the bell
for the slow bell
                              to be finished tolling
telling the unfinished Paradiso story
as seen in an unfinished phrase
            on the face of a church
in a black boat without sails
making his final haul",,"""The Old Italians Dying""","Lawrence Ferlinghetti, ""The Old Italians Dying,"" in Landscapes of Living & Dying, New Directions,1979: 44-48.",,,37.8008647,-122.4101015
Lawrence Ferlinghetti,"via Cossere 20, Brescia, Italy","October 12, 2004",Event,"Francesco Conz has a real eye for publicity, so that when I went to Brescia to find
the actual house where my father was born, Conz sent a cameraman with me. Arrived
at the address in a rundown neighborhood, I knocked and knocked on the doors of the
small apartment building that now stood there, and got no response whatever. Finally,
a short man in baggy pants, carrying a radiator of some sort, opened a door and started
hollering at us in the local dialect, “Artisti parassiti! Artisti parassiti!” and
told us to get the hell outta there. We complied, but on the way back to our van a
police car zoomed up and had us against a wall while they checked our papers. It was
obvious that these local cops didn’t know what to do with us, as they telephoned someone
to find out. My cameraman meanwhile was filming the whole scene, with me against the
wall, and he immediately sent off his footage to all the major dailies. Sure enough,
out came the headlines, “Italian-American Poet Arrested in Search of His Father,”
etc., in Corriere della Sera and Il Manifesto among others.",Lawrence Ferlinghetti is mistaken for a burglar and arrested on illegal immigration charges.,Arrest on illegal immigration charges,"Lawrence Ferlinghetti, ""Arrested in Brescia, October 12,"" in Writing Across the Landscape. Liveright, 2015: 415.",,,45.544468,10.208239
Lawrence Ferlinghetti,"Rome, Italy","December 13, 1968",Event,"Fell as if into an Inferno of Hieronymus Bosch, thru his Doors of Paradise, into this
fourmillant Rome, thrown headlong as it were into the midst of an enormous ant-hill,
where millions of creatures walked & moaned & laughed & ran & coughed & smoked & squirmed
& sang & lay down & rolled over & struggled for an inch of space, digging their ant-elbows
into their neighbors, gesticulating wildly.",,Visit to Rome,"Lawrence Ferlinghetti, Writing Across the Landscape. Liveright, 2015: 173.",,,41.8933203,12.4829321
Lawrence Ferlinghetti,"Via Bocca di Leone, Rome, Italy","December 14, 1968",Event,"Via Bocca di Leone, the fruit market in the narrow streets, street hawkers, men shouting from window to window, the full bright life of the street, “theater of the streets”—more a commedia dell’arte than guerrilla theater or Living Theater’s Paradise Now. The street scene is still the Italians’ “paradise.” . . . Upstairs, behind closed blinds, on a brass bedstead, an intellectual takes sleeping pills and uses the telephone to call his psychiatrist who also answers in a darkened room in another city in another country where civilization is also continuing to repress Eros, where those who recognize this repression and act upon it are known as anarchists, where even “revolutionaries” say “drugs” and revolution are incompatible . . . the attraction of anarchism today especially among the young (Black Flags in the barricades of Paris & San Francisco) being the attraction of Eros, rather than its political qualities. . . . In “The Mouth of the Lion,” the intellectual turns over in his bed & switches off the light. His sleeping pills are taking effect. He escapes again into his own Eros. The line in my right palm (which a month ago I saw suddenly for the first time, as if it had appeared overnight) just as suddenly seems to be gone. Looked at my palm tonight at dinner in some hotel in Ostia (waiting for a plane) and it just wasn’t there anymore. This hard, sharp line, on the left side of my hand, cut vertically all the way from my heart-line to the base of my life-line. Very strange, how it has disappeared completely. At first I thought it must be the light; I looked more carefully, but it just was not there, the line which a month ago had shocked me by its sudden appearance. Ah, now I do see there is some bare trace of it, as if some threat or great threatened change in my life were now somehow disappearing—not to happen after all. This could very well be. But is this merely a prophecy or a sign of what I should do about my life? The other night, lost as I still am in this Italian Dantesque landscape, I asked whatever supreme power there is in the sky, “for a sign.” “God, give me a sign,” I said, using the word as much as a curseword as for a deity. Maybe this is it. Telling me to “turn back.”",,Visit to Rome,"Lawrence Ferlinghetti, Writing Across the Landscape. Liveright, 2015: 174.",,,41.9046697,12.4808003
Lawrence Ferlinghetti,"Catania, Italy","December 16, 1968",Event,"Flight from Fiumicino, Rome to Catania. The mouth of my palm has closed again. The big line cutting vertically across head-, heart-, & life-line is there stronger than ever as we taxi in darkness to takeoff. In the bright cabin light, the new line is stronger than ever, and there is another even stronger vertical line, which cuts all the other ones, this one having been noted for the first time maybe six months ago. It is now as heavy as the three major lines & strikes directly down the middle of them, except for the bottom life-line which it shies off from “at the last moment.” The “new” line off to the left of it intersects it & comes right down to touch the base of the life-line. All very strange, the meaning of the ancient book à la main—hidden in what superstitious inscrutability? The DC-9 takes off, also inscrutable, into the old inscrutable darkness. . . . Engine whines its Om. . . .",,Trip from Rome to Catania,"Lawrence Ferlinghetti, Writing Across the Landscape. Liveright, 2015: 175.",,,37.5023612,15.0873718
Lawrence Ferlinghetti,"Taormina, Italy","December 1, 1968",Event,"Passed Mount Etna very close up on the port side, snow slopes & peak & then immediately to the Sicilian coast, black land with yellow lights in first dawn, listing over now to some coastal city, probably Catania, Etna on the horizon, filling it like a white ghost in first light, “just another goddamn snow mountain.”

Driving to Taormina, the bright landscape a little like the north of Málaga going to Nerja, only cleaner & more beautiful, with Etna’s top on the far horizon, beyond green hills & olive trees, untrimmed plane trees along the narrow road, and on the other side the blue sea close-up, with a red sun just cleared the horizon, and as soon as it gets clear it turns gold-white. Now gray stone walls & fenced-in orange orchards, small yellow unripe oranges & lemons the size of ping-pong balls on them, with Etna suddenly loomed up huge & close ahead. A Roman pine, with umbrella head, standing out here & there on the coast side, and cactus too & a few palm trees, onward toward Taormina.

Bright, bright, bright in early morning sunlight, bright & green, small stone towns, stucco buildings painted pink, with tile roofs, as in small-town Spain, villas with scarlet forsythia, olive-colored lower slopes of Etna dotted with hamlets. . . . Taormina on a very high bluff in the sky . . . what a place to read poetry aloud!",,Visit to Catania and Taormina,"Lawrence Ferlinghetti, Writing Across the Landscape. Liveright, 2015: 175.",,,37.8517921,15.2856523
Lawrence Ferlinghetti,"Coney Island, New York, United States",1958,Projected,"Not like Dante
discovering a commedia
upon the slopes of heaven
I would paint a different kind
of Paradiso
in which the people would be naked
as they always are
in scenes like that because it is supposed to be
a painting of their souls but there would be no anxious angels telling them
how heaven is
the perfect picture of
a monarchy and there would be no fires burning
in the hellish holes below in which I might have stepped
nor any altars in the sky except
fountains of imagination",,Reference to Dante's Paradiso in A Coney Island of the Mind,"Lawrence Ferlinghetti, A Coney Island of the Mind City. Lights Books, 1958: 28.",,,40.575272,-73.99157
